房产名称,位置,成交日期,户型,价格(HKD),面积(呎),单价,特色
啟德海灣 啟德海灣 1 2A座 6樓 J室,,"註冊處成交
一手",1房,$516,305 呎,"$16,925",露台 |  | 工作平台
黃金海灣 意嵐 3座 25樓 M室,,"註冊處成交
一手",開放式,$311,306 呎,"$10,157",露台 |  | 工作平台
日出康城 Park Seasons 2A座 31樓 G室,,"註冊處成交
一手",1房,$483,325 呎,"$14,849",露台 |  | 工作平台
曉峯閣 4座 高層 B室,,成交,2房,"$38,500",761 呎,$51,
荃灣中心 天津樓(8座) 低層 B室,,成交,3房,$350,460 呎,"$7,609",
德福花園 B座 高層 8室,,成交,2房,"$18,500",556 呎,$33,
麗晶花園 04座 中層 C室,,成交,2房,"$14,500",407 呎,$36,
家樂樓 1樓 88室,,註冊處成交,-,$494,541 呎,"$9,131",
新填地街600-602號 2樓 600室,,註冊處成交,-,$380,511 呎,"$7,436",
旺角城大廈 11樓 C室,,註冊處成交,-,$428,394 呎,"$10,863",
浪澄灣 3座 中層 D室,,成交,2房,$835,546 呎,"$15,293",
豪景花園 三期 20座 高層 D室,,成交,3房,"$20,000",947 呎,$21,車位
日出康城 Ocean Marini 1B座 低層 E室,,成交,2房,"$19,500",459 呎,$42,平台
東環 2期 2A座 中層 01室,,成交,3房,"$24,000",640 呎,$38,露台
軒尼詩道117-123號 9樓 D室,,註冊處成交,-,$320,366 呎,"$8,743",
富康花園 2座 10樓 D室,,註冊處成交,3房,$570,592 呎,"$9,628",
希爾頓中心 C座 9樓 3室,,註冊處成交,2房,$505,427 呎,"$11,827",
中興樓 5樓 1室,,註冊處成交,-,$265,374 呎,"$7,086",
盈翠半島 2期 9座 29樓 F室,,註冊處成交,2房,$740,523 呎,"$14,149",
淘大花園 1期 C座 14樓 4室,,註冊處成交,2房,$398,375 呎,"$10,613",
嘉湖山莊 麗湖居 2座 26樓 E室,,註冊處成交,2房,$380,446 呎,"$8,520",
都會駅 一期(都會駅) 5座 47樓 D室,,註冊處成交,3房,$855,642 呎,"$13,318",平台 |  | 露台
珀麗灣 5期 30座 28樓 G室,,註冊處成交,2房,$540,518 呎,"$10,425",
荃威花園 G座 23樓 5室,,註冊處成交,2房,$428,533 呎,"$8,030",
君臨天下 2座 12樓 F室,,註冊處成交,2房,"$1,500",751 呎,"$19,973",
錦華花園 B座 5樓 8室,,註冊處成交,-,$330,353 呎,"$9,348",
珀麗灣 1期 17座 11樓 A室,,註冊處成交,1房,$400,366 呎,"$10,929",
新港城 1期 A座 4樓 1室,,註冊處成交,3房,$585,568 呎,"$10,299",
錦泰苑 G座 6樓 8室,,註冊處成交,2房,$373,506 呎,"$7,372",
滿名山 名庭 10座 (名庭) 5樓 B室,,註冊處成交,4房,"$2,068","1,349 呎","$15,330",車位 |  | 露台 |  | 工作平台
僑冠大廈 B座 13樓 11室,,註冊處成交,1房,$300,401 呎,"$7,481",
珀麗灣 5期 27座 中層 B室,,成交,2房,"$15,000",499 呎,$30,
半山壹號 二期 半山徑21號 26樓 21室,,註冊處成交,4房,"$2,720","1,579 呎","$17,226",露台 |  | 工作平台
沙田第一城 1期 10座 18樓 G室,,註冊處成交,2房,$400,327 呎,"$12,232",
美孚新邨 一期 百老匯街11號 18樓 B室,,註冊處成交,1房,$440,482 呎,"$9,124",露台
錦龍苑 D座(龍昇閣) 21樓 2室,,註冊處成交,3房,$467,645 呎,"$7,240",露台
康山花園 7座 11樓 E室,,註冊處成交,2房,$550,484 呎,"$11,364",
世宙 3座 低層 K室,,成交,3房,"$19,500",643 呎,$30,露台
映灣園 三期 11座 21樓 B室,,註冊處成交,3房,$688,748 呎,"$9,198",露台 |  | 工作平台
兆禧苑 C座 (順禧閣) 13樓 1室,,註冊處成交,1房,$252,363 呎,"$6,942",露台
兆禧苑 C座 (順禧閣) 13樓 1室,,註冊處成交,1房,$252,363 呎,"$6,942",露台
映灣園 三期 11座 21樓 B室,,註冊處成交,3房,$688,748 呎,"$9,198",露台 |  | 工作平台
維也納花園 1座 8樓 D室,,註冊處成交,3房,$560,663 呎,"$8,446",
景峰花園 4座 11樓 K室,,註冊處成交,2房,$278,423 呎,"$6,572",
錦泰苑 A座 22樓 7室,,註冊處成交,3房,$600,650 呎,"$9,231",
日出康城 LP10 2-B座 52樓 B室,,"註冊處成交
一手",2房,"$1,688",958 呎,"$17,620",平台 |  | 露台 |  | 工作平台
Grand Yoho 2期 3座 46樓 B室,,註冊處成交,3房,$900,632 呎,"$14,241",露台 |  | 工作平台
上源 5B座 20樓 C室,,"註冊處成交
一手",3房,"$1,100",899 呎,"$12,236",車位 |  | 天台 |  | 平台 |  | 露台 |  | 工作平台
漁暉苑 B座 15樓 3室,,註冊處成交,-,$370,384 呎,"$9,635",
Midtown South The Haddon 21樓 F室,,"註冊處成交
一手",1房,$485,266 呎,"$18,229",露台 |  | 工作平台
柏蔚森 Azure Forest 1座 17樓 K室,,"註冊處成交
一手",1房,$465,260 呎,"$17,885",露台 |  | 工作平台
VAU Residence 15樓 E室,,"註冊處成交
一手",開放式,$428,209 呎,"$20,478",露台
Belgravia Place Belgravia Place 第2期 2座 27樓 1室,,"註冊處成交
一手",3房,$820,476 呎,"$17,229",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 8樓 1室,,"註冊處成交
一手",3房,$750,476 呎,"$15,763",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 27樓 2室,,"註冊處成交
一手",3房,$887,518 呎,"$17,121",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 6樓 11室,,"註冊處成交
一手",1房,$488,299 呎,"$16,314",露台 |  | 工作平台
Yoho West Yoho West Parkside 1A座 41樓 A7室,,"註冊處成交
一手",2房,$478,411 呎,"$11,638",露台 |  | 工作平台
南首 10樓 A5室,,"註冊處成交
一手",1房,$452,258 呎,"$17,516",露台 |  | 工作平台
南首 5樓 A5室,,"註冊處成交
一手",1房,$410,258 呎,"$15,890",露台 |  | 工作平台
南首 8樓 B9室,,"註冊處成交
一手",1房,$452,261 呎,"$17,335",露台 |  | 工作平台
南首 11樓 B2室,,"註冊處成交
一手",2房,$639,342 呎,"$18,687",露台 |  | 工作平台
南首 22樓 A2室,,"註冊處成交
一手",2房,$703,342 呎,"$20,541",露台 |  | 工作平台
皇都 23樓 B3室,,"註冊處成交
一手",2房,"$1,033",509 呎,"$20,293",露台 |  | 工作平台
柏蔚森 柏蔚森 II 3座 7樓 C室,,"註冊處成交
一手",2房,$665,392 呎,"$16,969",露台 |  | 工作平台
緹岸 1期 1座 21樓 A室,,"註冊處成交
一手",3房,$830,798 呎,"$10,401",露台 |  | 工作平台
港島南岸 Blue Coast II 3座 7樓 H室,,"註冊處成交
一手",3房,"$1,511",718 呎,"$21,042",
滙都 滙都I 1座 1樓 B02室,,"註冊處成交
一手",2房,$465,416 呎,"$11,178",平台
星凱．堤岸 5座 51樓 C室,,"註冊處成交
一手",3房,"$1,468",682 呎,"$21,531",天台 |  | 露台 |  | 工作平台
星凱．堤岸 2座 33樓 C室,,"註冊處成交
一手",3房,"$1,657",849 呎,"$19,518",露台 |  | 工作平台
翠濤閣 2座 7樓 G室,,註冊處成交,2房,$500,477 呎,"$10,482",
東裕大廈 9樓 C室,,註冊處成交,-,$330,304 呎,"$10,855",
太康樓 8樓 A室,,註冊處成交,-,$400,434 呎,"$9,217",
翠華大廈 4座 10樓 B室,,註冊處成交,-,"$1,400",938 呎,"$14,925",
祥雲大廈 7樓 E室,,註冊處成交,-,$383,440 呎,"$8,705",
啟志樓 2樓 1室,,註冊處成交,-,$293,424 呎,"$6,910",
豉油街9A號 3樓 368室,,註冊處成交,-,$250,505 呎,"$4,950",
西貢大廈 A座 10樓 A1室,,註冊處成交,-,$518,457 呎,"$11,335",
盈翠半島 1期 03座 中層 F室,,成交,2房,"$20,500",523 呎,$39,
日出康城 Sea To Sky 2座 41樓 F室,,註冊處成交,2房,$637,466 呎,"$13,670",
海濱花園 11座 (海明閣) 31樓 A室,,註冊處成交,3房,$500,495 呎,"$10,101",
振宜大廈 14樓 B(731)室,,註冊處成交,-,$398,553 呎,"$7,197",
雙喜樓 16樓 A室,,註冊處成交,-,$400,233 呎,"$17,167",
沙田中心 A座(東寧大廈) 3樓 F室,,註冊處成交,2房,$420,297 呎,"$14,141",
青怡花園 5座 19樓 A室,,註冊處成交,2房,$408,343 呎,"$11,895",平台
廣源邨 廣松樓（8座） 3樓 12室,,"註冊處成交
一手",開放式,$55.49,-,-,露台
嵐山 一期 7座 3樓 B室,,註冊處成交,3房,$710,922 呎,"$7,701",露台 |  | 工作平台
海怡半島 3期 23A座 39樓 A室,,註冊處成交,2房,$720,584 呎,"$12,329",
新都城 一期 3座 13樓 G室,,註冊處成交,2房,$498,364 呎,"$13,681",
浪濤灣 5座 1樓 B室,,註冊處成交,-,$900,929 呎,"$9,688",車位
昇悅居 5座 45樓 A室,,註冊處成交,1房,$565,379 呎,"$14,908",
海怡半島 3期 23A座 39樓 A室,,註冊處成交,2房,$720,584 呎,"$12,329",
新都城 一期 3座 13樓 G室,,註冊處成交,2房,$498,364 呎,"$13,681",
東港城 7座 42樓 G室,,註冊處成交,2房,$620,463 呎,"$13,391",
龍豐花園 A座 14樓 3室,,註冊處成交,3房,$480,502 呎,"$9,562",
維港峰 20樓 B室,,註冊處成交,2房,"$1,840",675 呎,"$27,259",露台 |  | 工作平台
浩景臺 3座 22樓 B室,,註冊處成交,3房,$540,595 呎,"$9,076",
雨後 中層 K室,,成交,1房,"$13,800",371 呎,$37,露台 |  | 工作平台
月明樓 15樓 I室,,註冊處成交,-,$434,529 呎,"$8,200",
祥雲大廈 7樓 E室,,註冊處成交,-,$383,440 呎,"$8,705",
啟德1號 (II) 大廈第三座 中層 G室,,成交,3房,"$39,000",799 呎,$49,露台
藍天海岸 影岸．紅 8座 (影岸．紅 B座) 59&60樓 E室,,註冊處成交,3房,"$1,800","1,400 呎","$12,857",複式 |  | 露台 |  | 工作平台
安盛苑 A座 1樓 14室,,註冊處成交,開放式,$250,374 呎,"$6,684",露台
太安樓 13樓 15室,,註冊處成交,-,$290,352 呎,"$8,239",
灣景花園 1座 中層 A室,,成交,3房,"$17,500",610 呎,$29,
君豪峰 中層 C室,,成交,1房,"$18,000",293 呎,$61,露台 |  | 工作平台
維港匯 1期 3B座 低層 F室,,成交,1房,"$19,500",320 呎,$61,露台
Coasto 12樓 B室,,"註冊處成交
一手",2房,$697,360 呎,"$19,350",露台 |  | 工作平台
Coasto 22樓 B室,,"註冊處成交
一手",2房,$728,360 呎,"$20,231",露台 |  | 工作平台
Coasto 10樓 A室,,"註冊處成交
一手",2房,$720,371 呎,"$19,399",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 10樓 9室,,"註冊處成交
一手",2房,$556,353 呎,"$15,754",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 20樓 2室,,"註冊處成交
一手",3房,$857,518 呎,"$16,542",露台 |  | 工作平台
Yoho West Yoho West Parkside 1A座 36樓 A5室,,"註冊處成交
一手",2房,$516,447 呎,"$11,540",露台 |  | 工作平台
南首 6樓 A5室,,"註冊處成交
一手",1房,$421,258 呎,"$16,324",露台 |  | 工作平台
南首 12樓 B2室,,"註冊處成交
一手",2房,$647,342 呎,"$18,915",露台 |  | 工作平台
南首 17樓 B9室,,"註冊處成交
一手",1房,$513,261 呎,"$19,650",露台 |  | 工作平台
南首 8樓 B1室,,"註冊處成交
一手",2房,$646,351 呎,"$18,410",露台 |  | 工作平台
南首 9樓 B3室,,"註冊處成交
一手",1房,$455,263 呎,"$17,316",露台 |  | 工作平台
御皇臺 中層 E室,,成交,-,"$22,500",446 呎,$50,
緹岸 1期 1A座 21樓 A室,,"註冊處成交
一手",3房,$830,798 呎,"$10,401",露台 |  | 工作平台
朗天峰 1A座 19樓 D室,,"註冊處成交
一手",1房,$384,285 呎,"$13,465",露台 |  | 工作平台
Monaco One Monaco Marine 1A座 低層 B室,,成交,1房,"$18,500",326 呎,$57,露台
晨光大廈 2樓 38D室,,註冊處成交,-,"$1,838","1,370 呎","$13,416",
94-96 美善同道 G樓 94室,,註冊處成交,-,$726,848 呎,"$8,561",花園
白加士街41號 3樓 41室,,註冊處成交,-,$280,568 呎,"$4,930",
天賦海灣 海鑽 9座 高層 A室,,成交,3房,"$45,000","1,432 呎",$31,露台 |  | 工作平台
華蘭花園 芝蘭閣 高層 A室,,成交,2房,$523,379 呎,"$13,799",
新時代廣場 1期 2座 11樓 E室,,註冊處成交,3房,$610,516 呎,"$11,822",
新翠花園 4座 15樓 B室,,註冊處成交,3房,$640,533 呎,"$12,008",
屯門市廣場 2期 2座 22樓 F室,,註冊處成交,2房,$300,326 呎,"$9,202",
日出康城 晉海 第1座 (1A) 6樓 E室,,註冊處成交,2房,$580,497 呎,"$11,670",露台 |  | 工作平台
翠擁華庭 10座 7樓 A室,,註冊處成交,3房,$648,696 呎,"$9,310",
日出康城 Malibu 1B座 56樓 D室,,註冊處成交,2房,$720,547 呎,"$13,163",露台 |  | 工作平台
壹號雲頂 1期 7座 22樓 C室,,註冊處成交,4房,"$1,888","1,380 呎","$13,681",露台 |  | 工作平台
達隆名居 9樓 B室,,註冊處成交,-,$630,483 呎,"$13,043",露台
淘大花園 1期 F座 12樓 1室,,註冊處成交,2房,$447,390 呎,"$11,456",
盈翠半島 2期 12座 42樓 B室,,註冊處成交,2房,$719,512 呎,"$14,043",
嘉和苑 22樓 B室,,註冊處成交,3房,"$1,970","1,093 呎","$18,024",車位
珀麗灣 2期 7座 6樓 B室,,註冊處成交,2房,$607,583 呎,"$10,412",
恆福花園 1座 12樓 B室,,註冊處成交,3房,$450,529 呎,"$8,507",
景新臺 2座 25樓 A室,,註冊處成交,3房,$455,677 呎,"$6,721",
啟德1號(I) 大廈第二座 8樓 B室,,註冊處成交,2房,$910,516 呎,"$17,636",露台
紫翠花園 15 座 A1室,,註冊處成交,3房,$730,"1,224 呎","$5,964",車位 |  | 花園
達隆名居 9樓 B室,,註冊處成交,-,$630,483 呎,"$13,043",露台
竹園北邨 橡園樓 7樓 2室,,註冊處成交,開放式,$178,443 呎,"$4,025",露台
尚柏 中層 D室,,成交,1房,"$10,000",284 呎,$35,露台
龍豐花園 A座 15樓 8室,,註冊處成交,2房,$373,326 呎,"$11,442",
兆山苑 G座 (楊景閣) 2樓 2室,,註冊處成交,2房,$332,546 呎,"$6,081",露台
太古城 翠湖台 太湖閣 7樓 H室,,註冊處成交,2房,$623,583 呎,"$10,686",露台
太古城 海天花園 南天閣 低層 A室,,成交,2房,"$28,000",592 呎,$47,
峰景大廈 D座 20樓 D室,,註冊處成交,3房,"$2,600","1,647 呎","$15,786",車位 |  | 露台
富健花園 12座 9樓 G室,,註冊處成交,3房,$339,592 呎,"$5,723",
碧海藍天 3座 高層 D室,,成交,2房,"$20,000",511 呎,$39,
Grand Yoho 2期 8座 37樓 E室,,註冊處成交,2房,$780,529 呎,"$14,745",露台 |  | 工作平台
滙都 滙都II 6座 1樓 B01室,,"註冊處成交
一手",2房,$448,437 呎,"$10,252",露台 |  | 工作平台
南首 19樓 A8室,,"註冊處成交
一手",1房,$529,262 呎,"$20,198",露台 |  | 工作平台
南首 16樓 A1室,,"註冊處成交
一手",2房,$681,349 呎,"$19,516",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 20樓 1室,,"註冊處成交
一手",3房,$784,476 呎,"$16,461",露台 |  | 工作平台
Yoho West Yoho West Parkside 1B座 30樓 B8室,,"註冊處成交
一手",2房,$481,444 呎,"$10,841",露台 |  | 工作平台
Yoho West Yoho West Parkside 1A座 15樓 A6室,,"註冊處成交
一手",1房,$329,303 呎,"$10,857",露台
Yoho West Yoho West Parkside 1B座 32樓 B8室,,"註冊處成交
一手",2房,$483,444 呎,"$10,885",露台 |  | 工作平台
南首 10樓 A7室,,"註冊處成交
一手",1房,$452,262 呎,"$17,248",露台 |  | 工作平台
Yoho West Yoho West Parkside 1A座 17樓 A7室,,"註冊處成交
一手",2房,$444,411 呎,"$10,808",露台 |  | 工作平台
朗天峰 1A座 17樓 F室,,"註冊處成交
一手",2房,$489,397 呎,"$12,310",露台 |  | 工作平台
朗天峰 1A座 20樓 J室,,"註冊處成交
一手",1房,$390,311 呎,"$12,524",露台 |  | 工作平台
朗天峰 1B座 20樓 E室,,"註冊處成交
一手",1房,$398,292 呎,"$13,620",露台 |  | 工作平台
朗天峰 2座 21樓 H室,,"註冊處成交
一手",1房,$361,291 呎,"$12,399",露台 |  | 工作平台
朗天峰 1B座 23樓 G室,,"註冊處成交
一手",1房,$404,282 呎,"$14,327",露台 |  | 工作平台
朗天峰 1A座 22樓 F室,,"註冊處成交
一手",2房,$524,397 呎,"$13,196",露台 |  | 工作平台
朗天峰 2座 10樓 H室,,"註冊處成交
一手",1房,$304,291 呎,"$10,454",露台 |  | 工作平台
朗天峰 2座 20樓 H室,,"註冊處成交
一手",1房,$356,291 呎,"$12,230",露台 |  | 工作平台
朗天峰 2座 19樓 G室,,"註冊處成交
一手",1房,$360,291 呎,"$12,382",露台 |  | 工作平台
麗城花園 二期 8座 低層 F室,,成交,3房,"$16,800",572 呎,$29,
港島南岸 海盈山4A期 2B座 26樓 D室,,"註冊處成交
一手",2房,"$1,148",535 呎,"$21,464",露台 |  | 工作平台
黃金海灣 意嵐 3座 22樓 J室,,"註冊處成交
一手",開放式,$309,306 呎,"$10,092",露台 |  | 工作平台
黃金海灣 珀岸 1A座 21樓 H室,,"註冊處成交
一手",1房,$352,312 呎,"$11,288",露台 |  | 工作平台
日出康城 Park Seasons 2A座 10樓 G室,,"註冊處成交
一手",1房,$465,325 呎,"$14,320",露台 |  | 工作平台
眾安街130號 5樓 FP室,,註冊處成交,-,$250,380 呎,"$6,579",
嘉利大廈 1樓 C室,,註冊處成交,-,$310,285 呎,"$10,877",平台
御珍閣 高層,,成交,-,"$18,300",341 呎,$54,
Yoho West 1期 3A座 26樓 A15室,,註冊處成交,2房,$485,396 呎,"$12,247",露台 |  | 工作平台
雍明苑 B座 24樓 6室,,註冊處成交,開放式,$418,382 呎,"$10,942",
聯利大樓 8樓 FP06M室,,註冊處成交,-,$208,294 呎,"$7,075",
堅尼地街12-14號 1樓 A室,,註冊處成交,-,$260,300 呎,"$8,667",平台
Monaco 1期 2A座 16樓 E室,,註冊處成交,3房,"$1,448",674 呎,"$21,484",露台
蔚雲閣 中層 C室,,成交,3房,"$34,000",794 呎,$43,
沙田中心 海寧大廈 12樓 E室,,註冊處成交,2房,$418,288 呎,"$14,514",
恒陞大樓 14樓 10室,,註冊處成交,-,$468,450 呎,"$10,400",
金禧花園 1座 9樓 F室,,註冊處成交,2房,$449,328 呎,"$13,689",
海翠花園 3座 8樓 B室,,註冊處成交,2房,$433,521 呎,"$8,311",
日出康城 領都 - 領凱 10座 L 30樓 B室,,註冊處成交,3房,$663,681 呎,"$9,736",露台 |  | 工作平台
將軍澳中心 二期 2座 8樓 H室,,註冊處成交,2房,$655,465 呎,"$14,086",
錦暉花園 2座 3樓 A室,,註冊處成交,3房,$409,537 呎,"$7,613",
星域軒 2座 15樓 A室,,註冊處成交,3房,"$2,428",925 呎,"$26,249",
黃埔花園 十二期 4座 5樓 C室,,註冊處成交,3房,$850,729 呎,"$11,660",
翠華花園 A座 12樓 1室,,註冊處成交,-,$253,215 呎,"$11,767",
光明台 2座 5樓 C室,,註冊處成交,3房,"$1,180",800 呎,"$14,750",
浪頤居 1座 3樓 B&R室,,註冊處成交,-,"$4,100","1,821 呎","$22,515",車位 |  | 天台
杏花邨 8座 6樓 5室,,註冊處成交,2房,$550,475 呎,"$11,579",
山翠苑 A座 14樓 6室,,註冊處成交,2房,$307,374 呎,"$8,203",
嘉湖山莊 樂湖居 11座 21樓 H室,,註冊處成交,3房,$460,549 呎,"$8,379",
好運中心 C2座 ( 柏林閣 ) 20樓 C室,,註冊處成交,2房,$558,443 呎,"$12,596",
農圃道18號 9樓 H室,,註冊處成交,2房,$838,478 呎,"$17,531",
盈翠半島 1期 3座 11樓 G室,,註冊處成交,2房,$728,520 呎,"$14,000",
錦豐苑 F座 37樓 12室,,註冊處成交,1房,$450,532 呎,"$8,459",
金碧大廈 8樓 E室,,註冊處成交,2房,$446,442 呎,"$10,090",
海德豪苑 6樓 A室,,註冊處成交,-,$390,287 呎,"$13,589",
貝沙灣 四期 (南灣) 6座 17樓 A室,,註冊處成交,4房,"$3,500","1,410 呎","$24,823",車位 |  | 露台 |  | 工作平台
安樂樓 3樓 103室,,註冊處成交,-,$766,948 呎,"$8,080",
杏花邨 8座 6樓 5室,,註冊處成交,2房,$550,475 呎,"$11,579",
山翠苑 A座 14樓 6室,,註冊處成交,2房,$307,374 呎,"$8,203",
嘉湖山莊 樂湖居 11座 21樓 H室,,註冊處成交,3房,$460,549 呎,"$8,379",
浪頤居 1座 3樓 B&R室,,註冊處成交,-,"$4,100","1,821 呎","$22,515",車位 |  | 天台
錦豐苑 F座 37樓 12室,,註冊處成交,1房,$450,532 呎,"$8,459",
黃埔新邨 景富樓(W座) 14樓 2室,,註冊處成交,-,$395,323 呎,"$12,229",
翠擁華庭 12座 31樓 B室,,註冊處成交,3房,$695,770 呎,"$9,026",
屏欣苑 B座 17樓 31室,,註冊處成交,1房,$253,379 呎,"$6,675",
峻巒 (Park Yoho) Park Yoho 1A期 11A座 16樓 D室,,註冊處成交,2房,$526,531 呎,"$9,906",露台
永興大樓 22樓 A室,,註冊處成交,-,$400,394 呎,"$10,152",
維景灣畔 1期 06 座 高層 G室,,成交,2房,"$20,000",525 呎,$38,
翡翠花園 43座 5樓 B室,,註冊處成交,3房,$838,949 呎,"$8,830",車位 |  | 露台
御．豪門 高層 E室,,成交,3房,"$32,800",856 呎,$38,露台 |  | 工作平台
宜順大廈 23樓 A室,,註冊處成交,-,$465,287 呎,"$16,202",天台
嘉熙 9座 16樓 C室,,註冊處成交,開放式,$338,257 呎,"$13,152",露台
Belgravia Place Belgravia Place 第2期 2座 7樓 11室,,"註冊處成交
一手",1房,$489,299 呎,"$16,366",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 7樓 10室,,"註冊處成交
一手",2房,$579,363 呎,"$15,940",露台 |  | 工作平台
